timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2021-05-21 14:39:06.159,-0.8879389999999999,-0.148438,-0.628174,-0.994629,0.18457,-0.04248,1
2021-03-29 15:07:45.500,-1.577148,0.088867,-0.7749020000000001,0.1145019999999999,-0.0539549999999999,-0.212891,1
2021-03-29 15:06:30.260,-0.6679689999999999,-0.069336,-0.396484,-0.953613,-0.17749,-0.183594,1
2021-03-24 15:10:11.779,-1.383057,-0.22876,-0.405273,-1.86377,0.125488,0.687988,1
2021-04-16 14:53:05.704,-0.671387,0.096436,-0.241211,-0.8696290000000001,-0.064941,-0.102783,1
2021-05-27 10:14:39.400,-0.9021,0.095215,-0.04834,-1.626709,-0.751709,0.459229,1
2021-03-24 15:11:12.840,-0.7033689999999999,-0.126465,-0.2470699999999999,-0.617432,-0.101807,0.280518,1
2021-03-24 15:08:20.520,-1.3588870000000002,-0.240723,-0.5014649999999999,-0.631592,0.032471,0.299561,1
2021-03-26 08:43:07.559,-1.15625,-0.109375,-0.251465,-1.134033,-0.168457,-0.130615,1
2021-03-26 08:58:50.459,-0.847412,0.0791019999999999,-0.462646,-1.419678,-1.009277,-0.320801,1
2021-04-07 10:45:24.819,-0.832764,0.216797,-0.332764,-1.093994,0.397461,-1.090332,1
2021-03-24 15:12:49.259,-0.4636229999999999,0.008545,-0.2485349999999999,-0.963135,-0.226318,-0.124268,1
2021-04-14 14:57:02.539,-0.89917,-0.1145019999999999,0.1943359999999999,-1.363037,0.284912,0.063232,1
2021-05-21 11:39:47.799,-0.932861,-0.076172,-0.1870119999999999,-1.175781,-0.037354,0.117188,1
2021-03-24 15:00:43.520,-0.735596,-0.0283199999999999,-0.202148,-0.945801,-0.203125,-0.12085,1
2021-04-26 14:47:26.000,-1.069824,0.112549,-0.2219239999999999,-0.696533,0.374756,-0.465088,1
2021-04-16 15:11:04.185,-0.965576,0.0832519999999999,0.0930179999999999,-0.983398,0.161377,-0.1013179999999999,1
2021-05-07 10:46:13.944,-0.949951,-0.0622559999999999,-0.12085,-0.819092,0.071777,-0.1401369999999999,1
2021-04-15 14:56:39.860,-0.7077640000000001,-0.175049,-0.4875489999999999,-0.918213,0.2160639999999999,-0.319336,1
2021-04-15 15:02:29.840,-0.982178,-0.019043,-0.3930659999999999,-0.997314,-0.041992,-0.042969,1
2021-04-14 14:56:50.319,-0.764648,-0.052002,0.234375,-0.8994139999999999,-0.050781,-0.187988,1
2021-04-07 10:53:41.720,-0.927979,0.049316,-0.101562,-0.939453,-0.14624,-0.0971679999999999,1
2021-05-21 14:27:01.000,-0.865967,-0.239258,-0.621826,-0.993896,0.161377,-0.0603029999999999,1
2021-05-27 10:08:06.640,-0.998535,-0.094238,0.237061,-1.226807,0.475342,-1.052979,1
2021-05-21 11:49:29.180,-0.954346,-0.094971,-0.078369,-0.941162,0.209229,0.2731929999999999,1
2021-03-26 09:04:59.799,-0.980469,0.060791,-0.0551759999999999,-0.965088,-0.250488,-0.009521,1
2021-04-15 14:44:08.180,-0.8884280000000001,-0.259521,-0.354248,-1.074219,-0.245605,-0.078613,1
2021-05-21 11:23:25.959,-0.924805,-0.109619,-0.169922,-1.054932,-0.109619,0.00415,1
2021-04-15 15:09:45.180,-0.836182,-0.282471,-0.3149409999999999,-0.905273,0.5627439999999999,-0.2993159999999999,1
2021-04-16 15:12:04.985,-0.865967,-0.028076,-0.211426,-0.583252,0.03125,-0.413574,1
2021-05-07 10:53:49.144,-0.938721,0.016357,-0.017334,-0.708008,0.062988,-0.324707,1
2021-05-07 10:48:28.923,-1.534912,-0.323242,-0.661133,-1.2702639999999998,-0.130615,-0.624512,1
2021-04-16 14:44:01.685,-0.824707,0.150146,-0.35791,-1.002441,-0.015137,-0.035156,1
2021-04-26 14:42:37.939,-1.363037,0.0930179999999999,-0.5358890000000001,-1.217285,0.121826,-0.421387,1
2021-04-15 14:55:14.100,-0.8994139999999999,-0.229248,-0.221191,-0.4892579999999999,0.12207,-0.04248,1
2021-05-07 08:39:41.970,-0.962158,-0.121582,-0.401123,-0.933594,0.08667,0.037598,1
2021-05-27 09:53:38.720,-0.929443,-0.075684,-0.2077639999999999,-1.023926,0.183105,-0.528809,1
2021-05-21 11:42:27.659,-0.918701,0.036621,-0.1521,-0.944336,-0.1640619999999999,-0.1486819999999999,1
2021-04-07 10:58:04.640,-0.917236,-0.145508,-0.099854,-1.050293,-0.189697,0.1225589999999999,1
2021-05-21 14:40:16.520,-0.94751,-0.203369,-0.513428,-0.946777,-0.102295,0.003662,1
2021-05-21 11:32:03.019,-1.083252,0.056641,-0.030762,-0.967773,-0.03418,0.004883,1
2021-04-14 14:42:55.240,-1.343018,-0.029297,0.246826,-0.8764649999999999,0.1665039999999999,-0.295898,1
2021-04-14 14:53:42.720,-1.4370120000000002,-0.026123,0.2016599999999999,-2.275146,0.63208,-1.112061,1
2021-05-21 11:31:40.259,-0.984619,-0.0700679999999999,0.056152,-0.739502,0.352539,-0.474365,1
2021-04-15 14:51:04.260,-0.887451,-0.143311,-0.226807,-0.5661619999999999,-0.02002,0.045166,1
2021-05-21 11:38:07.539,-1.038574,-0.106445,-0.153076,-1.053467,-0.01123,-0.049561,1
2021-04-16 15:09:07.445,-0.7912600000000001,0.01123,-0.2585449999999999,-0.852783,0.201172,0.055908,1
2021-05-21 11:15:57.959,-0.954346,-0.0283199999999999,-0.072021,-0.981689,-0.044189,-0.071777,1
2021-03-24 15:00:35.040,-1.283203,0.080322,-0.225342,-2.769043,0.22168,0.013428,1
2021-05-21 14:14:57.459,-0.852051,-0.084473,-0.5979,-1.00415,0.1145019999999999,0.015869,1
2021-04-16 14:58:58.104,-0.5432130000000001,0.010742,-0.258301,-0.7810060000000001,0.236328,0.264648,1
2021-05-27 10:17:46.919,-0.969727,-0.2338869999999999,0.01709,-0.898926,0.352783,-0.360107,1
2021-05-21 11:36:00.520,-0.96167,-0.156738,-0.034912,-0.980957,0.183838,0.0754389999999999,1
2021-03-26 08:43:29.659,-0.889648,0.003906,-0.296387,-0.902588,-0.199707,-0.150635,1
2021-03-24 15:00:47.900,-0.96875,-0.107666,0.170166,-0.616455,-0.344482,-0.8498540000000001,1
2021-04-07 10:45:45.020,-1.107422,-0.087646,-0.286377,-1.623291,-0.4304199999999999,0.40625,1
2021-05-27 10:13:56.680,-0.824951,-0.059082,-0.134521,-1.283447,0.014648,-0.009521,1
2021-04-16 14:54:28.204,-1.009277,-0.030273,-0.212402,-0.982666,0.051758,-0.134521,1
2021-04-26 14:41:09.000,-1.013916,-0.100098,-0.4833979999999999,-1.249756,0.131104,0.042236,1
2021-04-16 14:38:21.825,-0.8525389999999999,0.014648,-0.421875,-0.932861,0.12207,-0.121582,1
2021-03-26 08:54:58.220,-0.709961,0.084229,-0.133545,-0.84375,-0.348389,-0.069336,1
2021-05-07 10:36:10.883,-0.708252,-0.061035,-0.095215,-0.633057,-0.006836,0.372314,1
2021-04-07 10:56:14.859,-0.956299,-0.1110839999999999,-0.170654,-0.7189939999999999,-0.109375,-0.0625,1
2021-03-24 15:11:03.700,-1.201904,0.0856929999999999,-0.6462399999999999,-1.684814,-0.842041,0.2375489999999999,1
2021-03-29 15:14:39.740,-0.719727,-0.029785,-0.356201,-0.799561,-0.100342,-0.346436,1
2021-04-14 15:08:39.259,-0.961914,-0.0202639999999999,0.25708,-0.966797,0.006104,-0.11792,1
2021-05-21 14:26:20.059,-0.851318,-0.177734,-0.605957,-1.059082,0.269043,0.023193,1
2021-05-07 15:40:31.020,-1.007324,0.046387,-0.215576,-1.014404,-0.009766,-0.05957,1
2021-04-13 15:08:18.239,-1.107666,-0.106689,0.060059,-0.436035,-0.029541,-0.478271,1
2021-05-21 11:44:05.960,-1.010498,-0.024902,-0.147949,-0.987305,-0.1088869999999999,-0.11084,1
2021-03-24 14:57:16.500,-1.318359,-0.280518,-0.335449,-1.602295,0.175781,0.343262,1
2021-05-21 14:30:59.759,-0.936035,-0.136475,-0.593262,-1.01123,0.150635,-0.041504,1
2021-04-07 10:44:10.940,-1.290283,-0.230225,-0.456055,-0.948975,-0.11377,-0.8032229999999999,1
2021-04-14 14:49:49.400,-0.9729,-0.070801,0.289307,-1.005615,-0.0930179999999999,-0.2219239999999999,1
2021-05-27 09:46:34.319,-0.976562,-0.047119,-0.2861329999999999,-1.086914,0.17334,-0.068604,1
2021-03-26 08:39:54.639,-0.993408,-0.202881,-0.2209469999999999,-1.293213,-0.087646,0.246338,1
2021-05-21 14:45:17.920,-0.886475,-0.252686,-0.5454100000000001,-0.851074,0.072021,-0.150635,1
2021-03-24 15:08:53.299,-0.796387,-0.155273,-0.204346,-0.4423829999999999,0.009766,0.095459,1
2021-05-07 10:37:09.704,-0.985107,0.024902,-0.188477,-0.912842,-0.092041,-0.087158,1
2021-04-14 15:10:18.940,-0.989258,-0.0896,0.280762,-0.973877,-0.018555,-0.143555,1
2021-05-21 11:40:00.680,-0.928711,0.017822,-0.198975,-1.140869,-0.139404,-0.194824,1
2021-05-21 14:25:19.540,-0.984131,-0.278809,-0.59375,-1.064453,0.1496579999999999,0.161621,1
2021-04-14 14:52:12.020,-0.509521,-0.065186,0.118896,-0.940674,-0.240479,-0.203613,1
2021-03-24 14:58:36.340,-0.925293,-0.02417,-0.040527,-0.970215,-0.0275879999999999,0.0979,1
2021-05-21 14:20:55.200,-0.950684,-0.157227,-0.6191409999999999,-1.022949,0.0488279999999999,-0.353516,1
2021-05-07 15:51:08.559,-0.8850100000000001,0.171875,-0.249756,-0.952881,-0.175049,-0.246826,1
2021-05-21 11:31:19.159,-1.057617,-0.030029,-0.484375,-0.708496,0.199463,-0.608398,1
2021-04-16 14:55:18.165,-1.124756,-0.136475,-0.422852,-1.348877,0.041016,0.366455,1
2021-04-16 14:56:45.825,-1.0620120000000002,-0.1235349999999999,-0.38208,-1.213867,-0.2636719999999999,-0.278809,1
2021-04-16 15:08:15.664,-0.974365,-0.017578,-0.460449,-1.3828120000000002,-0.064209,-0.5014649999999999,1
2021-04-16 14:53:05.485,-1.267578,0.005615,-0.40918,-2.324951,0.701416,0.068848,1
2021-04-14 15:04:43.500,-0.911621,-0.2038569999999999,0.438721,-0.956055,-0.105713,-0.115479,1
